x,y,z,decimal
0.0439914532926213,-0.0848921282078684,-0.0115766924079778,0
0.282230188537328,0.194479139461162,0.428414518195703,1
0.49686393346822,0.0772706407458766,-0.231771723478717,2
0.42692392406944,0.159895042481075,0.151305241752885,3
-0.247738139648579,-0.37401256300934,0.309181699450696,4
-0.0184225056941,-0.145694341296186,0.455241984380813,5
0.0938619942399977,-0.431365374617692,0.205233316528741,6
0.205452334990886,-0.115244843661142,0.353999428672902,7
-0.0901227934008269,0.0714333635152947,0.542661410654825,8
0.112326136763753,0.129873820244655,0.444722842470124,9
0.37908158966284,0.132283898113085,0.273140764067788,10
0.273152304608418,0.1341477205359,0.295115771483541,11
-0.185143944856015,-0.194137098643584,0.392089640028481,12
-0.0348578976061587,-0.0702636887316948,0.414056925746272,13
0.00845413346687379,-0.206129213036481,0.372597507333421,14
0.100341160562781,-0.0506468998571145,0.357748857106377,15
0.444027381835138,-0.238811897557106,-0.221722422046321,16
0.459579758565273,-0.0116256846514803,0.141282743696333,17
0.422192549730178,-0.0821826521728171,-0.204085607209952,18
0.421865656913827,0.0178307295615538,0.00995709314288429,19
0.0805917258035469,-0.462168709509205,0.106806570875466,20
0.194106434826336,-0.239852011688528,0.29182654441448,21
0.259333677927341,-0.335730970464575,-0.00852260827136633,22
0.296035236864972,-0.163671819035905,0.15883799973436,23
0.388421045158086,-0.179311932728145,0.230585205467338,24
0.299866796639728,0.0157565120249876,0.299317393579403,25
0.420789041358556,-0.0560345923407972,0.0111160737699018,26
0.341758930225928,0.0334869939798459,0.14973841557704,27
0.0257659376399834,-0.310268852397701,0.288709331330909,28
0.10533103464355,-0.137746555534534,0.332792920727947,29
0.196733245146528,-0.259854076441818,0.181458802140487,30
0.201849575329682,-0.102554360382579,0.236502870430467,31
-0.450794605778929,-0.0448006244963344,-0.318601741019645,32
-0.170451338193811,0.30672796939526,0.321401243930055,33
0.0365200423904354,0.026426097034634,-0.483922886714372,34
0.352353207024729,0.22987580768398,-0.0186375263928714,35
-0.382750072614885,-0.278799916061515,0.0686774149476104,36
-0.227586883776158,-0.164948529325608,0.318832686451488,37
-0.22324181266008,-0.358296984879385,-0.0508227272645119,38
0.000311428842460443,-0.197239449019614,0.307536015604688,39
-0.455976186833394,0.0228876153536189,0.168045919691702,40
-0.100182672223979,0.141023772189764,0.38962639238893,41
-0.186167815133731,0.38572338565347,-0.110641276178311,42
0.171190509580497,0.175279345584708,0.277122336337248,43
-0.310533758785628,-0.17654046962963,0.226932132077531,44
-0.15708805118154,-0.0815661153243147,0.330318739613938,45
-0.207868211463405,-0.219076438748238,0.214303728816889,46
-0.0289296644442773,-0.0735577213478992,0.311689183463845,47
0.0595970341149069,-0.238784104830215,-0.418230826112941,48
0.408631433781043,-0.0649837085989033,-0.0536668255256925,49
0.240614560251854,-0.106271497608127,-0.333701377091158,50
0.356656496366288,0.00141319007503798,-0.106660453728784,51
-0.127374274675384,-0.40235941100317,-0.0517794540258533,52
0.023632035119167,-0.310994620267871,0.200155945029966,53
0.0795413412563969,-0.338620839845443,-0.13270942473251,54
0.208496060203856,-0.228427396874118,0.0718323333109691,55
-0.00751660862559753,-0.389579048368178,-0.101084670294894,56
0.217605672726342,-0.00146529634095607,0.294795929749662,57
0.300828217574184,-0.109945473718566,-0.177704505370784,58
0.304801333228272,0.0268997149498346,0.0888199286244524,59
-0.142377247717626,-0.308076113413368,0.153687803030689,60
-0.0138459699584233,-0.163457483035585,0.277537102625176,61
0.0438672922842053,-0.307845580786642,0.0691437032976987,62
0.124269672000958,-0.134496422293632,0.196717644853078,63
0.538942763441742,-0.0889582374522536,0.112223337279846,64
0.357048636278756,0.0931801286503053,0.307680717821464,65
0.473426189288931,0.0116832189300145,-0.0882131813187171,66
0.395007457962923,0.0864436100530054,0.124026457302962,67
-0.01463206441018,-0.367595790143401,0.312573488635647,68
0.110600053577433,-0.137095209677494,0.385749877823527,69
0.242853897457771,-0.306721292202638,0.168594743177878,70
0.244872154152374,-0.0966840232553444,0.265735484262851,71
0.199525609431741,0.00764751206675082,0.442116633133419,72
0.201517215607805,0.0786307792257147,0.363438358503477,73
0.379931523426534,0.0453399183139663,0.184806610144918,74
0.285275039803112,0.0816409405478926,0.229507980862354,75
-0.0425902216397908,-0.195116501807308,0.373951676402892,76
0.0511708456213083,-0.0725238903595114,0.36587334212918,77
0.13213315226122,-0.174803311343387,0.302144209954835,78
0.149215177878194,-0.05042853033676,0.289479126107822,79
0.43828639456354,-0.171341947224076,-0.0940975888871619,80
0.406518072963275,-0.0273701337963901,0.113878704037646,81
0.396752321147918,-0.0741549380212179,-0.122390262997459,82
0.375251443723689,-3.73379878369228e-06,0.0228759504271397,83
0.193308040262573,-0.362359413876855,0.107106175327106,84
0.23238736629154,-0.185380852569179,0.228286642445656,85
0.277916786611821,-0.249404548954989,0.0153520835845438,86
0.277041196081986,-0.124635227842153,0.12494531077139,87
0.373689344187636,-0.126191410037869,0.15853500821504,88
0.298682105303024,-0.00419845816422561,0.22651660630212,89
0.369027848112395,-0.0527944089638215,0.0278886419700706,90
0.308898914490205,0.0129444615752455,0.119556360016839,91
0.12548348065493,-0.257168470210493,0.241964478967898,92
0.152498244372878,-0.115720264169718,0.269618167070015,93
0.220622830280651,-0.191717915117376,0.142921859267898,94
0.202458950720248,-0.0828120759095609,0.182135573643907,95
-0.16072901751264,-0.175837384641248,-0.407945313600991,96
0.264102552618826,0.138605054659738,0.290342713620698,97
0.274891590438911,-0.0210060754156149,-0.322576219313082,98
0.357407611004082,0.0957323478142255,0.0262472017732468,99
-0.237153354367458,-0.335942055135853,0.110884878971568,100
-0.0586226965261292,-0.176895428315046,0.321359643635257,101
0.0126197240462297,-0.368014283908137,-0.00516555631556798,102
0.157292556252055,-0.152092743351435,0.229620443843948,103
-0.226684977577383,-0.0482022334985754,0.338268081978462,104
0.0786134329212878,0.0866625619834668,0.353695775708196,105
0.35361436151982,0.0372186086735363,0.0529438362794479,106
0.233653657777935,0.0910309789176679,0.201081789472385,107
-0.191305970447258,-0.197674772857632,0.252333968928449,108
-0.0547275366383628,-0.0859759632916051,0.31044065885415,109
-0.0329510782700623,-0.224602154564542,0.22156970910498,110
